"id","armA","armB","responded","female","age","agegrp","edu","town","camp"
24494,1,0,0,0,30,"30-44","secondary","city","opp"
24495,0,1,0,0,44,"30-44","secondary","rural","none"
24496,0,1,0,1,33,"30-44","higher","town","none"
24497,0,1,0,1,77,"60+","higher","rural","gov"
24498,0,1,0,1,21,"18-29","secondary","town","opp"
24499,1,0,0,0,67,"60+","secondary","rural","none"
24500,1,0,0,0,46,"45-59","higher","town","none"
24501,1,0,0,1,55,"45-59","secondary","city","gov"
24502,0,1,0,0,46,"45-59","higher","rural","none"
24503,1,0,0,0,23,"18-29","higher","rural","none"
24504,1,0,0,0,66,"60+","secondary","rural","opp"
24505,0,1,0,0,25,"18-29","secondary","town","gov"
24506,0,1,0,1,71,"60+","secondary","rural","opp"
24507,0,1,0,0,73,"60+","secondary","rural","opp"
24508,1,0,0,1,21,"18-29","secondary","rural","gov"
24509,1,0,0,1,48,"45-59","higher","town","none"
24510,0,1,0,1,72,"60+","higher","rural","none"
24511,0,1,1,0,34,"30-44","higher","city","gov"
24512,0,1,0,1,55,"45-59","secondary","rural","none"
24513,1,0,1,0,42,"30-44","higher","rural","opp"
24514,1,0,0,1,58,"45-59","higher","city","gov"
24515,0,1,0,0,24,"18-29","higher","town","gov"
24516,1,0,0,1,67,"60+","secondary","town","none"
24517,0,1,0,0,36,"30-44","higher","rural","gov"
24518,0,1,0,1,50,"45-59","basic","city","opp"
24519,0,1,0,1,66,"60+","basic","rural","opp"
24520,0,1,0,1,70,"60+","basic","rural","none"
24521,0,1,1,0,74,"60+","secondary","town","none"
24522,0,1,0,1,27,"18-29","secondary","city","opp"
24523,0,1,0,1,21,"18-29","basic","rural","none"
24524,0,1,0,0,46,"45-59","secondary","city","none"
24525,1,0,0,0,31,"30-44","secondary","rural","opp"
24526,1,0,0,1,28,"18-29","higher","rural","gov"
24527,0,1,0,1,74,"60+","secondary","town","none"
24528,1,0,0,1,73,"60+","secondary","town","none"
24529,0,1,0,0,30,"30-44","higher","town","gov"
24530,1,0,1,0,50,"45-59","higher","city","none"
24531,0,1,0,0,47,"45-59","secondary","town","none"
24532,0,1,0,1,37,"30-44","secondary","rural","none"
24533,0,1,0,1,42,"30-44","higher","rural","none"
24534,1,0,0,0,69,"60+","secondary","city","gov"
24535,1,0,0,1,21,"18-29","secondary","town","gov"
24536,0,1,0,0,35,"30-44","secondary","city","none"
24537,0,1,0,1,35,"30-44","secondary","town","gov"
24538,0,1,0,0,55,"45-59","secondary","rural","opp"
24539,0,1,0,1,59,"45-59","secondary","city","opp"
24540,0,1,0,1,22,"18-29","secondary","town","gov"
24541,1,0,0,1,34,"30-44","secondary","city","opp"
24542,1,0,0,0,56,"45-59","secondary","town","opp"
24543,1,0,0,1,72,"60+","secondary","town","none"
24544,0,1,0,1,66,"60+","higher","town","gov"
24545,0,1,0,0,47,"45-59","secondary","rural","none"
24546,1,0,1,1,25,"18-29","secondary","town","gov"
24547,0,1,0,0,60,"60+","secondary","rural","opp"
24548,0,1,0,1,64,"60+","basic","town","gov"
24549,0,1,0,1,63,"60+","higher","town","none"
24550,1,0,0,0,65,"60+","higher","rural","opp"
24551,0,1,1,1,53,"45-59","basic","rural","opp"
24552,1,0,0,0,54,"45-59","secondary","town","gov"
24553,0,1,0,0,27,"18-29","secondary","town","gov"
24554,0,1,0,1,72,"60+","secondary","rural","gov"
24555,1,0,0,1,39,"30-44","higher","city","gov"
24556,1,0,0,1,50,"45-59","basic","rural","none"
24557,0,1,0,0,32,"30-44","secondary","town","opp"
24558,1,0,0,0,60,"60+","secondary","city","gov"
24559,0,1,0,1,71,"60+","basic","rural","none"
24560,0,1,0,0,49,"45-59","secondary","town","none"
24561,0,1,0,1,60,"60+","higher","rural","opp"
24562,0,1,0,1,38,"30-44","secondary","town","gov"
24563,1,0,0,0,67,"60+","secondary","rural","none"
24564,0,1,0,1,52,"45-59","secondary","rural","opp"
24565,0,1,0,0,46,"45-59","secondary","rural","gov"
24566,0,1,0,1,31,"30-44","secondary","rural","gov"
24567,0,1,0,0,69,"60+","higher","city","opp"
24568,0,1,0,0,45,"45-59","secondary","town","gov"
24569,1,0,1,1,25,"18-29","higher","rural","gov"
24570,0,1,0,0,55,"45-59","higher","town","none"
24571,0,1,0,1,32,"30-44","higher","town","gov"
24572,0,1,0,1,66,"60+","secondary","city","none"
24573,0,1,0,1,52,"45-59","secondary","rural","gov"
24574,0,1,0,1,42,"30-44","secondary","town","gov"
24575,1,0,0,1,72,"60+","secondary","town","opp"
24576,1,0,0,0,43,"30-44","secondary","town","none"
24577,1,0,0,0,32,"30-44","secondary","rural","gov"
24578,1,0,0,1,56,"45-59","secondary","city","none"
24579,0,1,0,1,48,"45-59","secondary","rural","none"
24580,0,1,0,0,59,"45-59","secondary","town","none"
24581,1,0,0,1,38,"30-44","higher","city","none"
24582,1,0,0,1,43,"30-44","basic","rural","gov"
24583,1,0,0,1,72,"60+","secondary","rural","opp"
24584,0,1,0,1,50,"45-59","higher","rural","opp"
24585,1,0,0,1,35,"30-44","secondary","town","gov"
24586,0,1,0,1,47,"45-59","secondary","city","opp"
24587,1,0,0,0,76,"60+","secondary","city","gov"
24588,1,0,0,1,57,"45-59","higher","town","gov"
24589,0,1,0,0,65,"60+","secondary","rural","opp"
24590,1,0,0,0,31,"30-44","basic","rural","gov"
24591,0,1,0,1,40,"30-44","higher","town","opp"
24592,0,1,0,1,65,"60+","secondary","city","gov"
24593,1,0,0,0,78,"60+","secondary","town","none"
24594,1,0,1,0,52,"45-59","higher","town","gov"
24595,1,0,0,1,48,"45-59","secondary","city","opp"
24596,1,0,0,1,39,"30-44","secondary","town","gov"
24597,0,1,0,0,38,"30-44","secondary","town","gov"
24598,0,1,0,0,59,"45-59","secondary","town","none"
24599,1,0,1,0,67,"60+","secondary","rural","none"
24600,1,0,0,0,47,"45-59","secondary","town","none"
24601,0,1,0,1,43,"30-44","secondary","city","gov"
24602,0,1,0,0,45,"45-59","secondary","town","gov"
24603,0,1,0,1,26,"18-29","higher","rural","none"
24604,0,1,0,0,29,"18-29","secondary","city","none"
24605,1,0,0,1,72,"60+","higher","rural","gov"
24606,0,1,0,1,46,"45-59","secondary","town","none"
24607,1,0,1,0,65,"60+","secondary","rural","opp"
24608,0,1,0,0,38,"30-44","secondary","town","none"
24609,1,0,0,0,54,"45-59","secondary","city","none"
24610,1,0,0,0,59,"45-59","higher","rural","opp"
24611,1,0,0,0,47,"45-59","higher","rural","opp"
24612,0,1,0,1,52,"45-59","higher","city","none"
24613,0,1,0,1,47,"45-59","secondary","rural","opp"
24614,1,0,0,0,26,"18-29","higher","rural","opp"
24615,1,0,0,1,33,"30-44","higher","city","opp"
24616,0,1,0,1,51,"45-59","basic","town","none"
24617,1,0,0,0,64,"60+","secondary","town","gov"
24618,1,0,0,0,26,"18-29","higher","city","opp"
24619,1,0,0,0,60,"60+","higher","town","none"
24620,0,1,0,1,35,"30-44","higher","town","opp"
24621,0,1,0,0,34,"30-44","secondary","town","none"
24622,0,1,0,1,59,"45-59","secondary","rural","opp"
24623,1,0,0,1,71,"60+","secondary","rural","gov"
24624,0,1,0,1,56,"45-59","higher","rural","gov"
24625,0,1,0,0,23,"18-29","secondary","rural","none"
24626,0,1,0,1,46,"45-59","basic","town","opp"
24627,0,1,0,0,49,"45-59","higher","town","none"
24628,0,1,0,1,64,"60+","basic","city","opp"
24629,0,1,0,0,54,"45-59","secondary","rural","gov"
24630,1,0,0,1,22,"18-29","secondary","city","opp"
24631,1,0,0,0,57,"45-59","secondary","town","none"
24632,0,1,0,0,73,"60+","basic","rural","gov"
24633,1,0,0,0,56,"45-59","higher","rural","none"
24634,1,0,1,1,29,"18-29","secondary","city","opp"
24635,0,1,0,0,47,"45-59","higher","rural","none"
24636,0,1,0,1,50,"45-59","secondary","town","gov"
24637,1,0,1,0,47,"45-59","basic","town","none"
24638,0,1,0,1,42,"30-44","secondary","rural","opp"
24639,0,1,0,1,75,"60+","higher","city","none"
24640,1,0,1,0,62,"60+","higher","town","gov"
24641,1,0,0,0,56,"45-59","secondary","city","opp"
24642,0,1,1,1,48,"45-59","secondary","rural","none"
24643,1,0,0,0,34,"30-44","higher","rural","gov"
24644,0,1,0,1,37,"30-44","higher","town","opp"
24645,1,0,1,1,36,"30-44","secondary","town","opp"
24646,1,0,0,0,74,"60+","basic","town","opp"
24647,0,1,0,1,65,"60+","secondary","town","gov"
24648,1,0,0,1,30,"30-44","secondary","rural","opp"
24649,1,0,0,1,55,"45-59","secondary","town","opp"
24650,0,1,1,0,40,"30-44","higher","rural","gov"
24651,0,1,0,0,53,"45-59","secondary","city","gov"
24652,1,0,1,0,23,"18-29","higher","town","gov"
24653,0,1,0,0,54,"45-59","higher","rural","gov"
24654,0,1,0,0,55,"45-59","secondary","city","none"
24655,1,0,0,0,49,"45-59","secondary","city","none"
24656,0,1,0,1,52,"45-59","basic","city","none"
24657,1,0,0,1,33,"30-44","higher","town","gov"
24658,0,1,0,0,53,"45-59","secondary","town","gov"
24659,0,1,0,0,45,"45-59","secondary","rural","none"
24660,1,0,0,1,36,"30-44","secondary","town","gov"
24661,1,0,0,0,59,"45-59","secondary","town","none"
24662,1,0,0,1,40,"30-44","secondary","rural","opp"
24663,1,0,0,0,31,"30-44","secondary","city","none"
24664,0,1,1,1,55,"45-59","basic","town","gov"
24665,0,1,0,1,53,"45-59","higher","town","gov"
24666,1,0,1,0,48,"45-59","secondary","rural","gov"
24667,0,1,0,0,66,"60+","secondary","rural","gov"
24668,0,1,0,0,56,"45-59","secondary","rural","none"
24669,1,0,1,1,33,"30-44","basic","city","none"
24670,0,1,0,0,29,"18-29","higher","town","gov"
24671,1,0,1,1,52,"45-59","secondary","city","none"
24672,1,0,0,1,33,"30-44","secondary","city","gov"
24673,1,0,0,0,73,"60+","secondary","city","gov"
24674,0,1,0,1,47,"45-59","secondary","town","opp"
24675,0,1,0,1,81,"60+","secondary","city","none"
24676,1,0,0,1,70,"60+","basic","rural","opp"
24677,0,1,0,1,38,"30-44","higher","city","opp"
24678,0,1,0,0,32,"30-44","secondary","rural","gov"
24679,0,1,0,1,31,"30-44","secondary","rural","none"
24680,0,1,0,0,29,"18-29","higher","rural","opp"
24681,1,0,0,1,33,"30-44","secondary","rural","opp"
24682,1,0,0,0,47,"45-59","secondary","rural","opp"
24683,1,0,0,1,41,"30-44","secondary","town","none"
24684,0,1,1,1,24,"18-29","higher","town","gov"
24685,0,1,0,0,71,"60+","secondary","town","none"
24686,1,0,0,1,28,"18-29","higher","city","none"
24687,0,1,0,1,23,"18-29","secondary","rural","opp"
24688,1,0,0,1,39,"30-44","secondary","rural","gov"
24689,1,0,0,0,26,"18-29","secondary","city","gov"
24690,1,0,0,0,35,"30-44","secondary","rural","none"
24691,0,1,1,1,57,"45-59","secondary","city","none"
24692,1,0,0,1,78,"60+","secondary","rural","gov"
24693,0,1,0,0,63,"60+","secondary","rural","gov"
24694,0,1,0,0,47,"45-59","basic","rural","gov"
24695,1,0,1,0,41,"30-44","secondary","city","gov"
24696,1,0,0,1,54,"45-59","higher","rural","none"
24697,1,0,0,1,37,"30-44","secondary","town","gov"
24698,0,1,0,1,32,"30-44","higher","city","gov"
24699,0,1,0,0,56,"45-59","secondary","rural","opp"
24700,1,0,0,0,63,"60+","secondary","city","none"
24701,1,0,0,1,35,"30-44","secondary","rural","none"
24702,0,1,0,1,61,"60+","higher","city","none"
24703,0,1,0,1,61,"60+","secondary","rural","none"
24704,1,0,0,1,36,"30-44","higher","town","opp"
24705,0,1,0,1,56,"45-59","secondary","city","none"
24706,0,1,0,1,28,"18-29","secondary","town","gov"
24707,0,1,0,0,50,"45-59","basic","rural","gov"
24708,0,1,0,0,81,"60+","secondary","city","none"
24709,1,0,0,0,70,"60+","secondary","town","none"
24710,1,0,0,1,77,"60+","secondary","town","none"
24711,1,0,0,0,31,"30-44","higher","town","gov"
24712,1,0,0,0,62,"60+","higher","town","gov"
24713,0,1,0,1,46,"45-59","basic","rural","none"
24714,1,0,0,1,60,"60+","secondary","rural","none"
24715,1,0,0,0,43,"30-44","secondary","rural","none"
24716,1,0,0,0,42,"30-44","higher","town","none"
24717,0,1,0,0,43,"30-44","secondary","town","gov"
24718,0,1,0,1,40,"30-44","secondary","rural","opp"
24719,0,1,0,1,34,"30-44","secondary","rural","gov"
24720,0,1,0,1,47,"45-59","higher","town","none"
24721,0,1,0,0,44,"30-44","secondary","town","gov"
24722,1,0,0,1,60,"60+","higher","city","none"
24723,1,0,0,0,80,"60+","secondary","rural","none"
24724,1,0,1,1,36,"30-44","higher","rural","none"
24725,1,0,0,0,61,"60+","secondary","city","none"
24726,0,1,0,1,52,"45-59","secondary","town","gov"
24727,1,0,0,1,46,"45-59","higher","city","none"
24728,0,1,0,0,34,"30-44","higher","city","opp"
24729,1,0,0,0,38,"30-44","higher","town","none"
24730,0,1,0,1,45,"45-59","secondary","town","opp"
24731,1,0,0,0,72,"60+","basic","city","gov"
24732,1,0,0,1,26,"18-29","higher","city","none"
24733,0,1,0,0,50,"45-59","secondary","city","none"
24734,0,1,0,1,45,"45-59","secondary","town","gov"
24735,1,0,0,1,46,"45-59","secondary","rural","none"
24736,1,0,0,0,45,"45-59","basic","city","gov"
24737,0,1,0,0,50,"45-59","secondary","city","opp"
24738,0,1,0,0,58,"45-59","secondary","town","gov"
24739,0,1,0,1,40,"30-44","secondary","town","opp"
24740,1,0,0,1,61,"60+","secondary","city","none"
24741,1,0,0,0,57,"45-59","higher","city","none"
24742,1,0,0,0,42,"30-44","secondary","city","none"
24743,1,0,0,0,49,"45-59","secondary","town","gov"
24744,0,1,0,1,41,"30-44","secondary","rural","opp"
24745,1,0,0,1,51,"45-59","higher","city","gov"
24746,0,1,0,0,77,"60+","basic","rural","none"
24747,1,0,0,0,63,"60+","secondary","city","none"
24748,1,0,0,1,76,"60+","basic","rural","opp"
24749,1,0,0,0,64,"60+","secondary","city","none"
24750,0,1,0,1,43,"30-44","higher","city","none"
24751,1,0,0,1,44,"30-44","secondary","rural","none"
24752,1,0,0,0,40,"30-44","secondary","city","none"
24753,1,0,0,0,77,"60+","secondary","town","none"
24754,0,1,0,0,68,"60+","higher","town","gov"
24755,1,0,1,0,55,"45-59","basic","city","gov"
24756,0,1,0,0,56,"45-59","higher","town","none"
24757,1,0,0,1,69,"60+","secondary","city","opp"
24758,0,1,0,0,30,"30-44","secondary","rural","gov"
24759,0,1,0,0,37,"30-44","higher","city","none"
24760,1,0,0,1,43,"30-44","secondary","town","opp"
24761,0,1,0,0,48,"45-59","secondary","rural","gov"
24762,1,0,1,0,69,"60+","basic","rural","gov"
24763,0,1,0,0,48,"45-59","higher","city","opp"
24764,0,1,0,0,28,"18-29","secondary","rural","none"
24765,1,0,0,0,26,"18-29","higher","city","opp"
24766,0,1,0,0,34,"30-44","secondary","rural","none"
24767,1,0,0,0,33,"30-44","basic","rural","opp"
24768,1,0,0,1,53,"45-59","secondary","rural","none"
24769,0,1,0,1,37,"30-44","higher","rural","none"
24770,1,0,0,1,58,"45-59","basic","rural","gov"
24771,0,1,1,1,27,"18-29","secondary","town","gov"
24772,1,0,0,1,63,"60+","secondary","rural","gov"
24773,0,1,0,1,74,"60+","basic","rural","none"
24774,1,0,0,0,45,"45-59","higher","city","opp"
24775,0,1,0,1,66,"60+","higher","town","none"
24776,1,0,0,1,35,"30-44","higher","rural","opp"
24777,1,0,0,0,55,"45-59","higher","rural","opp"
24778,1,0,0,1,35,"30-44","higher","town","none"
24779,0,1,0,0,57,"45-59","basic","town","opp"
24780,1,0,0,1,52,"45-59","secondary","city","gov"
24781,1,0,0,1,60,"60+","secondary","rural","gov"
24782,1,0,0,0,58,"45-59","secondary","rural","none"
24783,0,1,0,0,34,"30-44","secondary","city","opp"
24784,0,1,0,1,77,"60+","basic","town","none"
24785,1,0,0,1,50,"45-59","basic","rural","gov"
24786,1,0,1,1,50,"45-59","secondary","city","gov"
24787,0,1,0,0,42,"30-44","secondary","city","gov"
24788,1,0,0,1,48,"45-59","basic","town","gov"
24789,0,1,0,0,47,"45-59","secondary","city","none"
24790,0,1,0,1,48,"45-59","higher","town","none"
24791,0,1,0,0,37,"30-44","higher","rural","gov"
24792,1,0,0,0,55,"45-59","secondary","city","none"
24793,0,1,0,0,39,"30-44","secondary","town","opp"
24794,1,0,0,1,43,"30-44","secondary","town","opp"
24795,0,1,0,1,58,"45-59","secondary","town","none"
24796,1,0,0,0,61,"60+","secondary","rural","gov"
24797,0,1,0,0,50,"45-59","higher","rural","opp"
24798,0,1,0,1,59,"45-59","secondary","rural","opp"
24799,1,0,0,1,67,"60+","secondary","town","opp"
24800,0,1,0,1,76,"60+","secondary","town","none"
24801,0,1,0,0,23,"18-29","higher","town","opp"
24802,0,1,0,1,77,"60+","secondary","city","gov"
24803,1,0,1,1,70,"60+","higher","rural","gov"
24804,1,0,0,1,42,"30-44","basic","town","opp"
24805,1,0,0,1,59,"45-59","secondary","town","none"
24806,1,0,0,0,42,"30-44","secondary","town","none"
24807,1,0,0,0,44,"30-44","basic","town","opp"
24808,1,0,0,0,57,"45-59","basic","city","gov"
24809,1,0,0,1,44,"30-44","secondary","town","gov"
24810,0,1,0,1,40,"30-44","basic","town","gov"
24811,1,0,0,0,39,"30-44","secondary","town","gov"
24812,0,1,0,1,39,"30-44","higher","city","gov"
24813,1,0,1,0,44,"30-44","higher","town","gov"
24814,1,0,0,0,28,"18-29","secondary","rural","gov"
24815,0,1,0,0,62,"60+","secondary","town","opp"
24816,1,0,0,0,21,"18-29","higher","town","none"
24817,1,0,1,1,22,"18-29","secondary","city","gov"
24818,1,0,0,0,26,"18-29","secondary","city","opp"
24819,1,0,0,0,25,"18-29","higher","town","gov"
24820,1,0,0,1,77,"60+","higher","city","gov"
24821,1,0,0,0,32,"30-44","higher","town","opp"
24822,1,0,0,0,42,"30-44","higher","town","none"
24823,0,1,0,0,40,"30-44","secondary","rural","opp"
24824,1,0,1,0,57,"45-59","higher","city","gov"
24825,0,1,0,1,37,"30-44","secondary","rural","gov"
24826,0,1,0,1,32,"30-44","higher","town","none"
24827,0,1,0,0,64,"60+","basic","city","none"
24828,0,1,1,1,32,"30-44","higher","town","gov"
24829,0,1,0,1,59,"45-59","secondary","rural","gov"
24830,1,0,0,1,40,"30-44","basic","town","gov"
24831,0,1,0,1,71,"60+","basic","city","opp"
24832,1,0,0,1,63,"60+","secondary","town","gov"
24833,0,1,0,1,50,"45-59","higher","rural","opp"
24834,1,0,0,0,67,"60+","higher","town","none"
24835,1,0,0,0,48,"45-59","higher","rural","gov"
24836,0,1,0,0,74,"60+","secondary","rural","none"
24837,0,1,0,0,68,"60+","basic","city","opp"
24838,0,1,0,1,67,"60+","secondary","city","gov"
24839,0,1,0,0,41,"30-44","higher","rural","none"
24840,0,1,0,1,20,"18-29","higher","rural","gov"
24841,0,1,1,1,29,"18-29","higher","city","gov"
24842,1,0,0,1,45,"45-59","secondary","town","none"
24843,0,1,0,1,51,"45-59","higher","city","none"
24844,0,1,0,0,49,"45-59","secondary","rural","gov"
24845,0,1,0,1,43,"30-44","secondary","rural","gov"
24846,1,0,0,1,42,"30-44","basic","rural","gov"
24847,1,0,0,1,75,"60+","higher","city","none"
24848,0,1,0,1,79,"60+","basic","rural","none"
24849,0,1,0,1,66,"60+","secondary","town","gov"
24850,1,0,0,0,35,"30-44","higher","town","opp"
24851,0,1,0,1,61,"60+","secondary","town","none"
24852,1,0,0,0,49,"45-59","secondary","rural","opp"
24853,0,1,1,1,47,"45-59","higher","city","gov"
24854,1,0,0,0,46,"45-59","secondary","city","opp"
24855,0,1,0,1,48,"45-59","secondary","town","opp"
24856,1,0,1,1,34,"30-44","higher","town","opp"
24857,0,1,0,0,77,"60+","secondary","town","none"
24858,1,0,1,1,37,"30-44","secondary","rural","none"
24859,1,0,0,0,64,"60+","secondary","town","opp"
24860,1,0,0,1,23,"18-29","secondary","city","opp"
24861,0,1,1,1,38,"30-44","secondary","rural","opp"
24862,1,0,0,0,37,"30-44","secondary","rural","none"
24863,1,0,0,0,53,"45-59","secondary","town","opp"
24864,1,0,1,1,66,"60+","secondary","town","opp"
24865,1,0,0,0,60,"60+","secondary","city","none"
24866,1,0,0,1,40,"30-44","secondary","city","opp"
24867,0,1,0,0,24,"18-29","higher","rural","gov"
24868,0,1,0,0,59,"45-59","basic","town","gov"
24869,0,1,0,0,30,"30-44","secondary","city","none"
24870,1,0,0,1,30,"30-44","higher","rural","gov"
24871,1,0,1,0,60,"60+","secondary","town","opp"
24872,0,1,0,0,62,"60+","secondary","rural","none"
24873,0,1,0,0,38,"30-44","secondary","town","gov"
24874,1,0,0,1,61,"60+","secondary","rural","gov"
24875,1,0,0,0,57,"45-59","secondary","city","gov"
24876,0,1,0,1,60,"60+","secondary","town","gov"
24877,1,0,0,0,78,"60+","basic","town","none"
24878,1,0,0,0,72,"60+","higher","town","gov"
24879,1,0,0,0,75,"60+","secondary","rural","none"
24880,1,0,0,1,28,"18-29","secondary","rural","none"
24881,0,1,0,1,36,"30-44","higher","city","none"
24882,0,1,0,1,43,"30-44","higher","rural","gov"
24883,1,0,0,0,54,"45-59","higher","rural","gov"
24884,0,1,0,0,34,"30-44","higher","town","gov"
24885,1,0,1,0,42,"30-44","higher","town","none"
24886,1,0,0,0,62,"60+","secondary","town","opp"
24887,1,0,0,1,54,"45-59","basic","town","none"
24888,1,0,0,1,40,"30-44","basic","rural","none"
24889,1,0,1,1,47,"45-59","secondary","town","opp"
24890,0,1,0,0,47,"45-59","secondary","town","gov"
24891,0,1,0,1,56,"45-59","higher","town","gov"
24892,0,1,0,1,70,"60+","basic","rural","none"
24893,0,1,0,1,55,"45-59","higher","rural","none"
24894,0,1,0,1,44,"30-44","basic","town","opp"
24895,0,1,0,1,47,"45-59","secondary","rural","none"
24896,0,1,0,1,61,"60+","basic","town","opp"
24897,1,0,0,1,70,"60+","basic","town","none"
24898,0,1,0,0,60,"60+","secondary","town","gov"
24899,1,0,0,0,57,"45-59","higher","city","gov"
24900,0,1,0,0,28,"18-29","secondary","town","gov"
24901,0,1,0,1,69,"60+","higher","rural","none"
24902,0,1,0,1,42,"30-44","secondary","rural","gov"
24903,0,1,0,1,23,"18-29","secondary","town","none"
24904,1,0,0,1,48,"45-59","basic","town","none"
24905,1,0,0,1,32,"30-44","higher","rural","gov"
